provider_key,provider_label,icon_key,api_format,base_url,model_id,model_name,reasoning,vision,context_window,max_tokens,input_cost,output_cost,cached_read_cost,cached_write_cost,tag,description
bedrock,Amazon Bedrock,bedrock,bedrock-converse-stream,https://bedrock-runtime.us-east-1.amazonaws.com,us.anthropic.claude-opus-4-6-v1:0,Claude Opus 4.6 (Bedrock),TRUE,TRUE,200000,128000,,,,,,
anthropic,Anthropic,anthropic,anthropic-messages,https://api.anthropic.com/,claude-opus-4-6,Claude Opus 4.6,TRUE,TRUE,200000,128000,5,25,0.5,6.25,flagship,Most capable — deep reasoning, complex tasks
anthropic,Anthropic,anthropic,anthropic-messages,https://api.anthropic.com/,claude-sonnet-4-6,Claude Sonnet 4.6,TRUE,TRUE,200000,64000,3,15,0.3,3.75,balanced,Fast & capable — ideal default
anthropic,Anthropic,anthropic,anthropic-messages,https://api.anthropic.com/,claude-haiku-4-5,Claude Haiku 4.5,TRUE,TRUE,200000,64000,1,5,0.1,1.25,speed,Fastest responses — high-volume, low-latency
openai,OpenAI,openai,openai-responses,https://api.openai.com/,gpt-5.2,GPT-5.2,TRUE,TRUE,400000,128000,1.75,14,0.175,
openai,OpenAI,openai,openai-responses,https://api.openai.com/,gpt-5-mini,GPT-5 mini,TRUE,TRUE,400000,128000,0.25,2,0.025,
openai,OpenAI,openai,openai-responses,https://api.openai.com/,gpt-5-nano,GPT-5 nano,TRUE,TRUE,400000,128000,0.05,0.4,0.005,
cloudflare-ai-gateway,Cloudflare AI Gateway,,,https://gateway.ai.cloudflare.com/v1,cloudflare-ai-gateway/claude-sonnet-4-5,Claude Sonnet 4 5,TRUE,TRUE,,,,,,
huggingface,Hugging Face (Inference),huggingface,openai-completions,,deepseek-ai/DeepSeek-R1,DeepSeek R1,FALSE,FALSE,,,,,,
huggingface,Hugging Face (Inference),huggingface,openai-completions,,deepseek-ai/DeepSeek-V3.2,DeepSeek V3.2,FALSE,FALSE,,,,,,
huggingface,Hugging Face (Inference),huggingface,openai-completions,,Qwen/Qwen3-8B,Qwen3 8B,FALSE,FALSE,,,,,,
huggingface,Hugging Face (Inference),huggingface,openai-completions,,Qwen/Qwen2.5-7B-Instruct,Qwen2.5 7B Instruct,FALSE,FALSE,,,,,,
huggingface,Hugging Face (Inference),huggingface,openai-completions,,Qwen/Qwen3-32B,Qwen3 32B,FALSE,FALSE,,,,,,
huggingface,Hugging Face (Inference),huggingface,openai-completions,,meta-llama/Llama-3.3-70B-Instruct,Llama 3.3 70B Instruct,FALSE,FALSE,,,,,,
huggingface,Hugging Face (Inference),huggingface,openai-completions,,meta-llama/Llama-3.1-8B-Instruct,Llama 3.1 8B Instruct,FALSE,FALSE,,,,,,
huggingface,Hugging Face (Inference),huggingface,openai-completions,,openai/gpt-oss-120b,GPT-OSS 120B,FALSE,FALSE,,,,,,
huggingface,Hugging Face (Inference),huggingface,openai-completions,,zai-org/GLM-4.7,GLM 4.7,FALSE,FALSE,,,,,,
huggingface,Hugging Face (Inference),huggingface,openai-completions,,moonshotai/Kimi-K2.5,Kimi K2.5,FALSE,FALSE,,,,,,
kilocode,Kilocode,,openai-completions,https://api.kilo.ai/api/gateway,kilocode/anthropic/claude-opus-4.6,Claude Opus 4.6,FALSE,FALSE,,,,,,
kilocode,Kilocode,,openai-completions,https://api.kilo.ai/api/gateway,kilocode/z-ai/glm-5:free,Glm 5:Free,FALSE,FALSE,,,,,,
kilocode,Kilocode,,openai-completions,https://api.kilo.ai/api/gateway,kilocode/minimax/minimax-m2.5:free,Minimax M2.5:Free,FALSE,FALSE,,,,,,
kilocode,Kilocode,,openai-completions,https://api.kilo.ai/api/gateway,kilocode/anthropic/claude-sonnet-4.5,Claude Sonnet 4.5,FALSE,FALSE,,,,,,
